[2024-11-02 17:25:04] INFO: Trying to assign LLOD 16274 (oilderricklod02) to HLOD 3427 (derrick01), which already has LLOD 16273 (oilderricklod01) - countn2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3326 (lodswbigburb01) to HLOD 3317 (sw_bigburb_01), which already has LLOD 3326 (lodswbigburb01) - countrye
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3327 (lodswbigburb02) to HLOD 3316 (sw_bigburb_02), which already has LLOD 3327 (lodswbigburb02) - countrye
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3326 (lodswbigburb01) to HLOD 3317 (sw_bigburb_01), which already has LLOD 3326 (lodswbigburb01) - countrye
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3329 (lodswbigburb04) to HLOD 3314 (sw_bigburb_04), which already has LLOD 3329 (lodswbigburb04) - countrye
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3321 (lodswburbhaus01) to HLOD 3307 (swburbhaus01), which already has LLOD 3321 (lodswburbhaus01) - countrye
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3321 (lodswburbhaus01) to HLOD 3307 (swburbhaus01), which already has LLOD 3321 (lodswburbhaus01) - countrye  [DUP x3]
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3318 (lodswburbhaus04) to HLOD 3309 (swburbhaus04), which already has LLOD 3318 (lodswburbhaus04) - countrye
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3321 (lodswburbhaus01) to HLOD 3307 (swburbhaus01), which already has LLOD 3321 (lodswburbhaus01) - countrye
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3323 (lodswoodhaus03) to HLOD 3313 (sw_woodhaus03), which already has LLOD 3323 (lodswoodhaus03) - countrye
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3323 (lodswoodhaus03) to HLOD 3313 (sw_woodhaus03), which already has LLOD 3323 (lodswoodhaus03) - countrye
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3324 (lodswoodhaus02) to HLOD 3312 (sw_woodhaus02), which already has LLOD 3324 (lodswoodhaus02) - countrye
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3325 (lodswoodhaus04) to HLOD 3310 (sw_woodhaus04), which already has LLOD 3325 (lodswoodhaus04) - countrye
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3324 (lodswoodhaus02) to HLOD 3312 (sw_woodhaus02), which already has LLOD 3324 (lodswoodhaus02) - countrye
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3326 (lodswbigburb01) to HLOD 3317 (sw_bigburb_01), which already has LLOD 3326 (lodswbigburb01) - countrye
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3327 (lodswbigburb02) to HLOD 3316 (sw_bigburb_02), which already has LLOD 3327 (lodswbigburb02) - countrye
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3329 (lodswbigburb04) to HLOD 3314 (sw_bigburb_04), which already has LLOD 3329 (lodswbigburb04) - countrye
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3329 (lodswbigburb04) to HLOD 3314 (sw_bigburb_04), which already has LLOD 3329 (lodswbigburb04) - countrye
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3318 (lodswburbhaus04) to HLOD 3309 (swburbhaus04), which already has LLOD 3318 (lodswburbhaus04) - countrye
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3321 (lodswburbhaus01) to HLOD 3307 (swburbhaus01), which already has LLOD 3321 (lodswburbhaus01) - countrye
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3321 (lodswburbhaus01) to HLOD 3307 (swburbhaus01), which already has LLOD 3321 (lodswburbhaus01) - countrye  [DUP x2]
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3322 (lodswoodhaus01a) to HLOD 3311 (sw_woodhaus01a), which already has LLOD 3322 (lodswoodhaus01a) - countrye
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3325 (lodswoodhaus04) to HLOD 3310 (sw_woodhaus04), which already has LLOD 3325 (lodswoodhaus04) - countrye
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3324 (lodswoodhaus02) to HLOD 3312 (sw_woodhaus02), which already has LLOD 3324 (lodswoodhaus02) - countrye
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3325 (lodswoodhaus04) to HLOD 3310 (sw_woodhaus04), which already has LLOD 3325 (lodswoodhaus04) - countrye
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3329 (lodswbigburb04) to HLOD 3314 (sw_bigburb_04), which already has LLOD 3329 (lodswbigburb04) - countrye
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3327 (lodswbigburb02) to HLOD 3316 (sw_bigburb_02), which already has LLOD 3327 (lodswbigburb02) - countrye
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3329 (lodswbigburb04) to HLOD 3314 (sw_bigburb_04), which already has LLOD 3329 (lodswbigburb04) - countrye
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3321 (lodswburbhaus01) to HLOD 3307 (swburbhaus01), which already has LLOD 3321 (lodswburbhaus01) - countrye
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3318 (lodswburbhaus04) to HLOD 3309 (swburbhaus04), which already has LLOD 3318 (lodswburbhaus04) - countrye
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3322 (lodswoodhaus01a) to HLOD 3311 (sw_woodhaus01a), which already has LLOD 3322 (lodswoodhaus01a) - countrye
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3323 (lodswoodhaus03) to HLOD 3313 (sw_woodhaus03), which already has LLOD 3323 (lodswoodhaus03) - countrye
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3323 (lodswoodhaus03) to HLOD 3313 (sw_woodhaus03), which already has LLOD 3323 (lodswoodhaus03) - countrye
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3326 (lodswbigburb01) to HLOD 3317 (sw_bigburb_01), which already has LLOD 3326 (lodswbigburb01) - countrye
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3320 (lodswburbhaus02) to HLOD 3306 (swburbhaus02), which already has LLOD 3320 (lodswburbhaus02) - countrye
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3321 (lodswburbhaus01) to HLOD 3307 (swburbhaus01), which already has LLOD 3321 (lodswburbhaus01) - countrye
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3324 (lodswoodhaus02) to HLOD 3312 (sw_woodhaus02), which already has LLOD 3324 (lodswoodhaus02) - countrye
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3321 (lodswburbhaus01) to HLOD 3307 (swburbhaus01), which already has LLOD 3321 (lodswburbhaus01) - countrye
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3324 (lodswoodhaus02) to HLOD 3312 (sw_woodhaus02), which already has LLOD 3324 (lodswoodhaus02) - countrye
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3328 (lodswbigburb03) to HLOD 3315 (sw_bigburb_03), which already has LLOD 3328 (lodswbigburb03) - countrye
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3328 (lodswbigburb03) to HLOD 3315 (sw_bigburb_03), which already has LLOD 3328 (lodswbigburb03) - countrye  [DUP x2]
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3319 (lodswburbhaus03) to HLOD 3308 (swburbhaus03), which already has LLOD 3319 (lodswburbhaus03) - countrye
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3319 (lodswburbhaus03) to HLOD 3308 (swburbhaus03), which already has LLOD 3319 (lodswburbhaus03) - countrye  [DUP x9]
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3297 (lod_conhoos1) to HLOD 3242 (conhoos1), which already has LLOD 3297 (lod_conhoos1) - countn2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3297 (lod_conhoos1) to HLOD 3242 (conhoos1), which already has LLOD 3297 (lod_conhoos1) - countn2  [DUP x3]
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3298 (lod_conhoos2) to HLOD 3241 (conhoos2), which already has LLOD 3298 (lod_conhoos2) - countn2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3298 (lod_conhoos2) to HLOD 3241 (conhoos2), which already has LLOD 3298 (lod_conhoos2) - countn2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3299 (lod_conhoos3) to HLOD 3283 (conhoos3), which already has LLOD 3299 (lod_conhoos3) - countn2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3300 (lod_conhoos4) to HLOD 3285 (conhoos4), which already has LLOD 3300 (lod_conhoos4) - countn2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3300 (lod_conhoos4) to HLOD 3285 (conhoos4), which already has LLOD 3300 (lod_conhoos4) - countn2  [DUP x4]
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3301 (lod_conhoos5) to HLOD 3284 (conhoos5), which already has LLOD 3301 (lod_conhoos5) - countn2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3297 (lod_conhoos1) to HLOD 3242 (conhoos1), which already has LLOD 3297 (lod_conhoos1) - countn2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3338 (pylon_lodbig1_) to HLOD 3244 (pylon_big1_), which already has LLOD 3338 (pylon_lodbig1_) - countn2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3338 (pylon_lodbig1_) to HLOD 3244 (pylon_big1_), which already has LLOD 3338 (pylon_lodbig1_) - countn2  [DUP x9]
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3347 (lod_airstrm_med_) to HLOD 3175 (sm_airstrm_med_), which already has LLOD 3347 (lod_airstrm_med_) - countn2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3341 (lodtrail_lg3_01) to HLOD 3170 (trailer_large3_01), which already has LLOD 3341 (lodtrail_lg3_01) - countn2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3341 (lodtrail_lg3_01) to HLOD 3170 (trailer_large3_01), which already has LLOD 3341 (lodtrail_lg3_01) - countn2  [DUP x5]
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3339 (lodtrail_lg2_01) to HLOD 3169 (trailer_large2_01), which already has LLOD 3339 (lodtrail_lg2_01) - countn2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3339 (lodtrail_lg2_01) to HLOD 3169 (trailer_large2_01), which already has LLOD 3339 (lodtrail_lg2_01) - countn2  [DUP x5]
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3342 (lodtrail_lg4_01) to HLOD 3173 (trailer_large4_01), which already has LLOD 3342 (lodtrail_lg4_01) - countn2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3342 (lodtrail_lg4_01) to HLOD 3173 (trailer_large4_01), which already has LLOD 3342 (lodtrail_lg4_01) - countn2  [DUP x3]
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3345 (lodtrail6_01) to HLOD 3172 (trailer6_01), which already has LLOD 3345 (lodtrail6_01) - countn2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3345 (lodtrail6_01) to HLOD 3172 (trailer6_01), which already has LLOD 3345 (lodtrail6_01) - countn2  [DUP x4]
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3343 (lodtrail2_01) to HLOD 3168 (trailer2_01), which already has LLOD 3343 (lodtrail2_01) - countn2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3343 (lodtrail2_01) to HLOD 3168 (trailer2_01), which already has LLOD 3343 (lodtrail2_01) - countn2  [DUP x3]
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3344 (lodtrail5_01) to HLOD 3171 (trailer5_01), which already has LLOD 3344 (lodtrail5_01) - countn2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3344 (lodtrail5_01) to HLOD 3171 (trailer5_01), which already has LLOD 3344 (lodtrail5_01) - countn2  [DUP x2]
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3357 (cxrf_lod_savhs1_) to HLOD 3355 (cxrf_savhus1_), which already has LLOD 3357 (cxrf_lod_savhs1_) - countryN
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3365 (lod_cxf_payspy_) to HLOD 3292 (cxf_payspray_), which already has LLOD 3365 (lod_cxf_payspy_) - countn2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3342 (lodtrail_lg4_01) to HLOD 3173 (trailer_large4_01), which already has LLOD 3342 (lodtrail_lg4_01) - countn2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3339 (lodtrail_lg2_01) to HLOD 3169 (trailer_large2_01), which already has LLOD 3339 (lodtrail_lg2_01) - countn2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3322 (lodswoodhaus01a) to HLOD 3311 (sw_woodhaus01a), which already has LLOD 3322 (lodswoodhaus01a) - countrye
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3323 (lodswoodhaus03) to HLOD 3313 (sw_woodhaus03), which already has LLOD 3323 (lodswoodhaus03) - countrye
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3325 (lodswoodhaus04) to HLOD 3310 (sw_woodhaus04), which already has LLOD 3325 (lodswoodhaus04) - countrye
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3324 (lodswoodhaus02) to HLOD 3312 (sw_woodhaus02), which already has LLOD 3324 (lodswoodhaus02) - countrye
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3325 (lodswoodhaus04) to HLOD 3310 (sw_woodhaus04), which already has LLOD 3325 (lodswoodhaus04) - countrye
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3325 (lodswoodhaus04) to HLOD 3310 (sw_woodhaus04), which already has LLOD 3325 (lodswoodhaus04) - countrye
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3323 (lodswoodhaus03) to HLOD 3313 (sw_woodhaus03), which already has LLOD 3323 (lodswoodhaus03) - countrye
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3318 (lodswburbhaus04) to HLOD 3309 (swburbhaus04), which already has LLOD 3318 (lodswburbhaus04) - countrye
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3320 (lodswburbhaus02) to HLOD 3306 (swburbhaus02), which already has LLOD 3320 (lodswburbhaus02) - countrye
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3341 (lodtrail_lg3_01) to HLOD 3170 (trailer_large3_01), which already has LLOD 3341 (lodtrail_lg3_01) - countn2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3341 (lodtrail_lg3_01) to HLOD 3170 (trailer_large3_01), which already has LLOD 3341 (lodtrail_lg3_01) - countn2  [DUP x2]
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3340 (lodtrail_lg1_01) to HLOD 3167 (trailer_large1_01), which already has LLOD 3340 (lodtrail_lg1_01) - countrye
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3340 (lodtrail_lg1_01) to HLOD 3167 (trailer_large1_01), which already has LLOD 3340 (lodtrail_lg1_01) - countrye  [DUP x2]
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3339 (lodtrail_lg2_01) to HLOD 3169 (trailer_large2_01), which already has LLOD 3339 (lodtrail_lg2_01) - countn2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3339 (lodtrail_lg2_01) to HLOD 3169 (trailer_large2_01), which already has LLOD 3339 (lodtrail_lg2_01) - countn2  [DUP x3]
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3342 (lodtrail_lg4_01) to HLOD 3173 (trailer_large4_01), which already has LLOD 3342 (lodtrail_lg4_01) - countn2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3342 (lodtrail_lg4_01) to HLOD 3173 (trailer_large4_01), which already has LLOD 3342 (lodtrail_lg4_01) - countn2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3333 (cxrf_lodbriglg) to HLOD 3330 (cxrf_brigleg), which already has LLOD 3333 (cxrf_lodbriglg) - countn2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3332 (cxrf_lodwhbrig) to HLOD 3331 (cxrf_whitebrig), which already has LLOD 3332 (cxrf_lodwhbrig) - countn2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3332 (cxrf_lodwhbrig) to HLOD 3331 (cxrf_whitebrig), which already has LLOD 3332 (cxrf_lodwhbrig) - countn2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 785 (lod_vbg_fir_co) to HLOD 791 (vbg_fir_copse), which already has LLOD 785 (lod_vbg_fir_co) - countrye
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 785 (lod_vbg_fir_co) to HLOD 791 (vbg_fir_copse), which already has LLOD 785 (lod_vbg_fir_co) - countrye  [DUP x88]
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3358 (cxrf_lod_savhs2_) to HLOD 3356 (cxrf_savhus2_), which already has LLOD 3358 (cxrf_lod_savhs2_) - countn2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 785 (lod_vbg_fir_co) to HLOD 791 (vbg_fir_copse), which already has LLOD 785 (lod_vbg_fir_co) - countrye
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 785 (lod_vbg_fir_co) to HLOD 791 (vbg_fir_copse), which already has LLOD 785 (lod_vbg_fir_co) - countrye  [DUP x11]
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3333 (cxrf_lodbriglg) to HLOD 3330 (cxrf_brigleg), which already has LLOD 3333 (cxrf_lodbriglg) - countn2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3333 (cxrf_lodbriglg) to HLOD 3330 (cxrf_brigleg), which already has LLOD 3333 (cxrf_lodbriglg) - countn2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 784 (lod_redwoodgrp) to HLOD 694 (sm_redwoodgrp), which already has LLOD 784 (lod_redwoodgrp) - countryS
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 784 (lod_redwoodgrp) to HLOD 694 (sm_redwoodgrp), which already has LLOD 784 (lod_redwoodgrp) - countryS  [DUP x59]
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 785 (lod_vbg_fir_co) to HLOD 791 (vbg_fir_copse), which already has LLOD 785 (lod_vbg_fir_co) - countrye
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3682 (lod_refinerybase) to HLOD 3673 (laxrf_refinerybase), which already has LLOD 3682 (lod_refinerybase) - countn2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 785 (lod_vbg_fir_co) to HLOD 791 (vbg_fir_copse), which already has LLOD 785 (lod_vbg_fir_co) - countrye
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 785 (lod_vbg_fir_co) to HLOD 791 (vbg_fir_copse), which already has LLOD 785 (lod_vbg_fir_co) - countrye
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 785 (lod_vbg_fir_co) to HLOD 791 (vbg_fir_copse), which already has LLOD 785 (lod_vbg_fir_co) - countrye  [DUP x96]
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3338 (pylon_lodbig1_) to HLOD 3244 (pylon_big1_), which already has LLOD 3338 (pylon_lodbig1_) - countn2
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3338 (pylon_lodbig1_) to HLOD 3244 (pylon_big1_), which already has LLOD 3338 (pylon_lodbig1_) - countn2  [DUP x42]
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 785 (lod_vbg_fir_co) to HLOD 791 (vbg_fir_copse), which already has LLOD 785 (lod_vbg_fir_co) - countrye
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 785 (lod_vbg_fir_co) to HLOD 791 (vbg_fir_copse), which already has LLOD 785 (lod_vbg_fir_co) - countrye  [DUP x19]
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 2786 (lodcj_slot_bank) to HLOD 2785 (cj_slot_bank), which already has LLOD 2786 (lodcj_slot_bank) - int_veg
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 2786 (lodcj_slot_bank) to HLOD 2785 (cj_slot_bank), which already has LLOD 2786 (lodcj_slot_bank) - int_veg  [DUP x34]
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3562 (lodpmedhos1_lae) to HLOD 3582 (compmedhos1_lae), which already has LLOD 3562 (lodpmedhos1_lae) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3559 (lodpmedhos5_lae) to HLOD 3558 (compmedhos5_lae), which already has LLOD 3559 (lodpmedhos5_lae) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3563 (lodpmedhos2_lae) to HLOD 3555 (compmedhos2_lae), which already has LLOD 3563 (lodpmedhos2_lae) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3562 (lodpmedhos1_lae) to HLOD 3582 (compmedhos1_lae), which already has LLOD 3562 (lodpmedhos1_lae) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3563 (lodpmedhos2_lae) to HLOD 3555 (compmedhos2_lae), which already has LLOD 3563 (lodpmedhos2_lae) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3559 (lodpmedhos5_lae) to HLOD 3558 (compmedhos5_lae), which already has LLOD 3559 (lodpmedhos5_lae) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3562 (lodpmedhos1_lae) to HLOD 3582 (compmedhos1_lae), which already has LLOD 3562 (lodpmedhos1_lae) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3563 (lodpmedhos2_lae) to HLOD 3555 (compmedhos2_lae), which already has LLOD 3563 (lodpmedhos2_lae) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3563 (lodpmedhos2_lae) to HLOD 3555 (compmedhos2_lae), which already has LLOD 3563 (lodpmedhos2_lae) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3560 (lodpmedhos4_lae) to HLOD 3557 (compmedhos4_lae), which already has LLOD 3560 (lodpmedhos4_lae) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3559 (lodpmedhos5_lae) to HLOD 3558 (compmedhos5_lae), which already has LLOD 3559 (lodpmedhos5_lae) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3562 (lodpmedhos1_lae) to HLOD 3582 (compmedhos1_lae), which already has LLOD 3562 (lodpmedhos1_lae) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3563 (lodpmedhos2_lae) to HLOD 3555 (compmedhos2_lae), which already has LLOD 3563 (lodpmedhos2_lae) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3560 (lodpmedhos4_lae) to HLOD 3557 (compmedhos4_lae), which already has LLOD 3560 (lodpmedhos4_lae) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3562 (lodpmedhos1_lae) to HLOD 3582 (compmedhos1_lae), which already has LLOD 3562 (lodpmedhos1_lae) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3562 (lodpmedhos1_lae) to HLOD 3582 (compmedhos1_lae), which already has LLOD 3562 (lodpmedhos1_lae) - LAe  [DUP x6]
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3559 (lodpmedhos5_lae) to HLOD 3558 (compmedhos5_lae), which already has LLOD 3559 (lodpmedhos5_lae) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3559 (lodpmedhos5_lae) to HLOD 3558 (compmedhos5_lae), which already has LLOD 3559 (lodpmedhos5_lae) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3560 (lodpmedhos4_lae) to HLOD 3557 (compmedhos4_lae), which already has LLOD 3560 (lodpmedhos4_lae) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3563 (lodpmedhos2_lae) to HLOD 3555 (compmedhos2_lae), which already has LLOD 3563 (lodpmedhos2_lae) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3560 (lodpmedhos4_lae) to HLOD 3557 (compmedhos4_lae), which already has LLOD 3560 (lodpmedhos4_lae) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3563 (lodpmedhos2_lae) to HLOD 3555 (compmedhos2_lae), which already has LLOD 3563 (lodpmedhos2_lae) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3562 (lodpmedhos1_lae) to HLOD 3582 (compmedhos1_lae), which already has LLOD 3562 (lodpmedhos1_lae) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3563 (lodpmedhos2_lae) to HLOD 3555 (compmedhos2_lae), which already has LLOD 3563 (lodpmedhos2_lae) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3563 (lodpmedhos2_lae) to HLOD 3555 (compmedhos2_lae), which already has LLOD 3563 (lodpmedhos2_lae) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3721 (lodnphouse04_lax) to HLOD 3641 (glenphouse04_lax), which already has LLOD 3721 (lodnphouse04_lax) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3721 (lodnphouse04_lax) to HLOD 3641 (glenphouse04_lax), which already has LLOD 3721 (lodnphouse04_lax) - LAe  [DUP x2]
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3720 (lodnphouse03_lax) to HLOD 3642 (glenphouse03_lax), which already has LLOD 3720 (lodnphouse03_lax) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3720 (lodnphouse03_lax) to HLOD 3642 (glenphouse03_lax), which already has LLOD 3720 (lodnphouse03_lax) - LAe  [DUP x4]
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3719 (lodnphouse02_lax) to HLOD 3640 (glenphouse02_lax), which already has LLOD 3719 (lodnphouse02_lax) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3720 (lodnphouse03_lax) to HLOD 3642 (glenphouse03_lax), which already has LLOD 3720 (lodnphouse03_lax) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3718 (lodnphouse01_lax) to HLOD 3639 (glenphouse01_lax), which already has LLOD 3718 (lodnphouse01_lax) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3720 (lodnphouse03_lax) to HLOD 3642 (glenphouse03_lax), which already has LLOD 3720 (lodnphouse03_lax) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3645 (lodebuild01_lax) to HLOD 3644 (idlebuild01_lax), which already has LLOD 3645 (lodebuild01_lax) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3662 (lodjects01_lax) to HLOD 3661 (projects01_lax), which already has LLOD 3662 (lodjects01_lax) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3662 (lodjects01_lax) to HLOD 3661 (projects01_lax), which already has LLOD 3662 (lodjects01_lax) - LAe  [DUP x4]
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3563 (lodpmedhos2_lae) to HLOD 3555 (compmedhos2_lae), which already has LLOD 3563 (lodpmedhos2_lae) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3720 (lodnphouse03_lax) to HLOD 3642 (glenphouse03_lax), which already has LLOD 3720 (lodnphouse03_lax) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3562 (lodpmedhos1_lae) to HLOD 3582 (compmedhos1_lae), which already has LLOD 3562 (lodpmedhos1_lae) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 3562 (lodpmedhos1_lae) to HLOD 3582 (compmedhos1_lae), which already has LLOD 3562 (lodpmedhos1_lae) - LAe
[2024-11-02 17:25:04] INFO: Trying to assign LLOD 1261 (lodlbd2) to HLOD 1267 (billbd2), which already has LLOD 1261 (lodlbd2) - LAe
